ano,mes,estado,status,receita,unidades,pedidos
2022,1,Amazonas,paid,4127.6,4.0,4
2022,1,Bahia,cancelled,3639.9,4.0,4
2022,1,Bahia,paid,39160.08,51.0,50
2022,1,Ceará,cancelled,620.82,2.0,2
2022,1,Ceará,paid,19056.44,23.0,23
2022,1,Distrito Federal,cancelled,306.0,1.0,1
2022,1,Distrito Federal,paid,16155.26,17.0,16
2022,1,Espírito Santo,cancelled,1301.91,1.0,1
2022,1,Espírito Santo,paid,8811.99,15.0,13
2022,1,Goiás,cancelled,2885.0,2.0,2
2022,1,Goiás,paid,25107.06,27.0,26
2022,1,Maranhão,cancelled,2633.9,2.0,2
2022,1,Maranhão,paid,9578.67,11.0,11
2022,1,Mato Grosso,paid,18257.82,13.0,13
2022,1,Mato Grosso do Sul,paid,8161.99,13.0,13
2022,1,Minas Gerais,cancelled,10222.31,8.0,8
2022,1,Minas Gerais,paid,72675.49,80.0,75
2022,1,Paraná,cancelled,3728.0,10.0,4
2022,1,Paraná,paid,35902.05,48.0,42
2022,1,Paraíba,paid,14489.91,12.0,12
2022,1,Pará,cancelled,6699.9,1.0,1
2022,1,Pará,paid,20550.75,19.0,17
2022,1,Pernambuco,cancelled,1919.97,3.0,3
2022,1,Pernambuco,paid,37569.14,35.0,34
2022,1,Piauí,paid,12228.32,10.0,10
2022,1,Rio Grande do Norte,cancelled,1571.81,2.0,2
2022,1,Rio Grande do Norte,paid,14896.14,14.0,12
2022,1,Rio Grande do Sul,cancelled,2435.1,4.0,4
2022,1,Rio Grande do Sul,paid,46803.52,48.0,44
2022,1,Rio de Janeiro,cancelled,7154.55,9.0,7
2022,1,Rio de Janeiro,paid,90452.99,104.0,103
2022,1,Rondônia,paid,1094.9,2.0,2
2022,1,Roraima,cancelled,540.0,1.0,1
2022,1,Roraima,paid,985.0,3.0,2
2022,1,Santa Catarina,cancelled,3742.7,5.0,5
2022,1,Santa Catarina,paid,49432.46,48.0,47
2022,1,Sergipe,paid,5389.82,9.0,9
2022,1,São Paulo,cancelled,34054.42,26.0,26
2022,1,São Paulo,paid,202603.72,240.0,225
2022,1,Tocantins,paid,1266.9,3.0,3
2022,2,Acre,paid,495.88,1.0,1
2022,2,Alagoas,cancelled,2398.0,1.0,1
2022,2,Alagoas,paid,7720.88,10.0,10
2022,2,Amapá,paid,1499.0,1.0,1
2022,2,Amazonas,cancelled,3972.3,2.0,2
2022,2,Amazonas,paid,6072.9,4.0,4
2022,2,Bahia,cancelled,3333.88,4.0,4
2022,2,Bahia,paid,44699.85,56.0,55
2022,2,Ceará,cancelled,7693.9,2.0,2
2022,2,Ceará,paid,31496.8,33.0,27
2022,2,Distrito Federal,paid,15923.07,15.0,13
2022,2,Espírito Santo,paid,10360.27,15.0,13
2022,2,Goiás,cancelled,1209.9,2.0,2
2022,2,Goiás,paid,20624.09,27.0,27
2022,2,Maranhão,cancelled,1638.52,1.0,1
2022,2,Maranhão,paid,7234.01,9.0,9
2022,2,Mato Grosso,cancelled,3184.88,2.0,2
2022,2,Mato Grosso,paid,10982.26,16.0,12
2022,2,Mato Grosso do Sul,paid,10350.49,8.0,8
2022,2,Minas Gerais,cancelled,10797.68,10.0,9
2022,2,Minas Gerais,paid,95266.01,94.0,87
2022,2,Paraná,cancelled,1326.9,2.0,2
2022,2,Paraná,paid,32046.74,27.0,26
2022,2,Paraíba,cancelled,681.0,1.0,1
2022,2,Paraíba,paid,7457.51,5.0,4
2022,2,Pará,paid,12393.32,11.0,10
2022,2,Pernambuco,cancelled,215.0,1.0,1
2022,2,Pernambuco,paid,20486.18,34.0,34
2022,2,Piauí,paid,3376.0,4.0,4
2022,2,Rio Grande do Norte,cancelled,628.0,1.0,1
2022,2,Rio Grande do Norte,paid,8854.71,20.0,16
2022,2,Rio Grande do Sul,cancelled,644.9,2.0,2
2022,2,Rio Grande do Sul,paid,22286.44,34.0,33
2022,2,Rio de Janeiro,cancelled,11133.76,10.0,10
2022,2,Rio de Janeiro,paid,76079.93,110.0,96
2022,2,Rondônia,cancelled,4999.0,1.0,1
2022,2,Rondônia,paid,4072.61,5.0,5
2022,2,Santa Catarina,cancelled,560.28,1.0,1
2022,2,Santa Catarina,paid,26465.43,27.0,26
2022,2,Sergipe,paid,12046.95,16.0,15
2022,2,São Paulo,cancelled,16259.98,11.0,11
2022,2,São Paulo,paid,174790.11,182.0,174
2022,2,Tocantins,paid,2951.58,5.0,5
2022,3,(sem estado),cancelled,771.22,3.0,3
2022,3,(sem estado),paid,1589.85,4.0,4
2022,3,Acre,paid,3180.6,1.0,1
2022,3,Alagoas,paid,8148.63,12.0,12
2022,3,Amapá,cancelled,399.0,3.0,1
2022,3,Amapá,paid,1990.0,1.0,1
2022,3,Amazonas,paid,3494.06,7.0,6
2022,3,Bahia,cancelled,1340.45,3.0,3
2022,3,Bahia,paid,37682.79,70.0,66
2022,3,Ceará,cancelled,3436.0,3.0,3
2022,3,Ceará,paid,35694.94,36.0,34
2022,3,Distrito Federal,cancelled,3285.2,2.0,2
2022,3,Distrito Federal,paid,28212.9,22.0,21
2022,3,Espírito Santo,cancelled,4524.24,2.0,2
2022,3,Espírito Santo,paid,30986.78,21.0,19
2022,3,Goiás,cancelled,3662.0,1.0,1
2022,3,Goiás,paid,33416.16,46.0,38
2022,3,Maranhão,paid,9832.38,12.0,12
2022,3,Mato Grosso,paid,15219.52,21.0,20
2022,3,Mato Grosso do Sul,cancelled,798.0,1.0,1
2022,3,Mato Grosso do Sul,paid,11713.92,16.0,15
2022,3,Minas Gerais,cancelled,5451.91,5.0,4
2022,3,Minas Gerais,paid,105050.4,156.0,132
2022,3,Paraná,cancelled,3608.75,8.0,8
2022,3,Paraná,paid,43456.64,64.0,62
2022,3,Paraíba,cancelled,1353.03,2.0,2
2022,3,Paraíba,paid,8457.07,21.0,18
2022,3,Pará,cancelled,420.3,1.0,1
2022,3,Pará,paid,8447.57,13.0,13
2022,3,Pernambuco,cancelled,2774.38,3.0,3
2022,3,Pernambuco,paid,20721.78,37.0,33
2022,3,Piauí,cancelled,565.8,1.0,1
2022,3,Piauí,paid,11661.27,9.0,9
2022,3,Rio Grande do Norte,cancelled,2115.9,1.0,1
2022,3,Rio Grande do Norte,paid,12197.39,15.0,14
2022,3,Rio Grande do Sul,cancelled,3846.21,8.0,8
2022,3,Rio Grande do Sul,paid,41881.79,67.0,52
2022,3,Rio de Janeiro,cancelled,3766.78,7.0,7
2022,3,Rio de Janeiro,paid,91483.85,128.0,108
2022,3,Rondônia,cancelled,2519.9,3.0,3
2022,3,Rondônia,paid,4981.9,5.0,5
2022,3,Santa Catarina,cancelled,5483.85,4.0,4
2022,3,Santa Catarina,paid,53879.51,48.0,44
2022,3,Sergipe,paid,5204.73,11.0,10
2022,3,São Paulo,cancelled,26423.5,37.0,27
2022,3,São Paulo,paid,223447.79,325.0,278
2022,3,Tocantins,paid,2554.75,3.0,3
2022,4,(sem estado),cancelled,345.0,1.0,1
2022,4,Acre,paid,280.28,1.0,1
2022,4,Alagoas,cancelled,671.0,1.0,1
2022,4,Alagoas,paid,5123.71,9.0,8
2022,4,Amapá,paid,1109.44,5.0,3
2022,4,Amazonas,paid,3579.0,3.0,2
2022,4,Bahia,cancelled,4211.99,6.0,6
2022,4,Bahia,paid,51508.79,72.0,70
2022,4,Ceará,cancelled,1289.76,3.0,3
2022,4,Ceará,paid,9439.46,13.0,13
2022,4,Distrito Federal,cancelled,992.38,4.0,3
2022,4,Distrito Federal,paid,15448.45,19.0,19
2022,4,Espírito Santo,cancelled,637.0,2.0,2
2022,4,Espírito Santo,paid,27942.22,22.0,18
2022,4,Goiás,cancelled,5595.59,1.0,1
2022,4,Goiás,paid,39222.71,36.0,33
2022,4,Maranhão,cancelled,2110.0,1.0,1
2022,4,Maranhão,paid,11339.67,8.0,8
2022,4,Mato Grosso,paid,14970.96,14.0,14
2022,4,Mato Grosso do Sul,paid,3702.58,10.0,6
2022,4,Minas Gerais,cancelled,14365.47,8.0,8
2022,4,Minas Gerais,paid,105412.99,111.0,103
2022,4,Paraná,cancelled,7526.54,9.0,7
2022,4,Paraná,paid,39371.68,50.0,45
2022,4,Paraíba,paid,13452.87,10.0,10
2022,4,Pará,paid,12684.24,16.0,15
2022,4,Pernambuco,cancelled,618.9,2.0,2
2022,4,Pernambuco,paid,34493.39,39.0,37
2022,4,Piauí,paid,2362.07,4.0,3
2022,4,Rio Grande do Norte,cancelled,1279.0,1.0,1
2022,4,Rio Grande do Norte,paid,3961.72,7.0,7
2022,4,Rio Grande do Sul,cancelled,4230.93,6.0,6
2022,4,Rio Grande do Sul,paid,41648.34,51.0,45
2022,4,Rio de Janeiro,cancelled,14581.73,10.0,8
2022,4,Rio de Janeiro,paid,84386.64,116.0,103
2022,4,Rondônia,paid,2236.84,9.0,4
2022,4,Roraima,paid,2872.0,3.0,3
2022,4,Santa Catarina,cancelled,2108.0,2.0,2
2022,4,Santa Catarina,paid,50961.87,48.0,43
2022,4,Sergipe,cancelled,49.5,1.0,1
2022,4,Sergipe,paid,9132.19,8.0,8
2022,4,São Paulo,cancelled,11392.73,23.0,20
2022,4,São Paulo,paid,185033.98,239.0,210
2022,4,Tocantins,paid,1301.64,3.0,3
2022,5,(sem estado),cancelled,545.97,2.0,2
2022,5,(sem estado),paid,1728.91,3.0,3
2022,5,Acre,paid,4640.9,4.0,4
2022,5,Alagoas,paid,11262.97,14.0,14
2022,5,Amapá,paid,1364.58,1.0,1
2022,5,Amazonas,paid,6372.85,6.0,5
2022,5,Bahia,cancelled,10542.15,4.0,4
2022,5,Bahia,paid,46084.11,70.0,67
2022,5,Ceará,cancelled,1466.1,2.0,2
2022,5,Ceará,paid,13582.74,13.0,13
2022,5,Distrito Federal,cancelled,848.8,2.0,2
2022,5,Distrito Federal,paid,6362.24,9.0,9
2022,5,Espírito Santo,cancelled,1851.0,1.0,1
2022,5,Espírito Santo,paid,34012.16,32.0,30
2022,5,Goiás,cancelled,1889.5,1.0,1
2022,5,Goiás,paid,40155.29,31.0,30
2022,5,Maranhão,cancelled,287.37,1.0,1
2022,5,Maranhão,paid,17094.68,18.0,13
2022,5,Mato Grosso,cancelled,2399.0,1.0,1
2022,5,Mato Grosso,paid,10911.18,17.0,16
2022,5,Mato Grosso do Sul,cancelled,1189.9,1.0,1
2022,5,Mato Grosso do Sul,paid,7423.53,10.0,10
2022,5,Minas Gerais,cancelled,3834.0,5.0,5
2022,5,Minas Gerais,paid,111749.42,122.0,117
2022,5,Paraná,cancelled,6390.3,5.0,4
2022,5,Paraná,paid,55325.38,65.0,57
2022,5,Paraíba,paid,2494.76,5.0,5
2022,5,Pará,cancelled,5056.48,5.0,5
2022,5,Pará,paid,20045.02,21.0,19
2022,5,Pernambuco,cancelled,4273.0,2.0,2
2022,5,Pernambuco,paid,25356.67,29.0,29
2022,5,Piauí,paid,7570.66,6.0,6
2022,5,Rio Grande do Norte,paid,17928.25,10.0,10
2022,5,Rio Grande do Sul,cancelled,1753.0,3.0,3
2022,5,Rio Grande do Sul,paid,41955.76,39.0,39
2022,5,Rio de Janeiro,cancelled,18618.85,16.0,16
2022,5,Rio de Janeiro,paid,116449.81,111.0,108
2022,5,Rondônia,paid,10362.01,9.0,7
2022,5,Santa Catarina,cancelled,3176.46,4.0,4
2022,5,Santa Catarina,paid,35880.37,43.0,41
2022,5,Sergipe,paid,9432.61,11.0,11
2022,5,São Paulo,cancelled,43447.83,36.0,27
2022,5,São Paulo,paid,301183.19,309.0,274
2022,5,Tocantins,paid,808.0,3.0,3
2022,6,(sem estado),cancelled,5733.91,1.0,1
2022,6,(sem estado),paid,1589.9,2.0,2
2022,6,Acre,paid,3022.1,1.0,1
2022,6,Alagoas,paid,9981.6,9.0,9
2022,6,Amazonas,paid,2306.0,2.0,2
2022,6,Bahia,cancelled,16741.08,7.0,7
2022,6,Bahia,paid,54166.23,40.0,39
2022,6,Ceará,cancelled,3399.9,1.0,1
2022,6,Ceará,paid,4595.82,10.0,9
2022,6,Distrito Federal,cancelled,3905.82,2.0,2
2022,6,Distrito Federal,paid,25108.84,12.0,12
2022,6,Espírito Santo,cancelled,3241.0,2.0,2
2022,6,Espírito Santo,paid,12699.78,20.0,20
2022,6,Goiás,cancelled,735.0,1.0,1
2022,6,Goiás,paid,7702.71,11.0,10
2022,6,Maranhão,cancelled,1755.1,2.0,2
2022,6,Maranhão,paid,19021.86,14.0,14
2022,6,Mato Grosso,cancelled,2750.8,1.0,1
2022,6,Mato Grosso,paid,25823.08,27.0,25
2022,6,Mato Grosso do Sul,paid,7414.82,10.0,10
2022,6,Minas Gerais,cancelled,10903.47,6.0,6
2022,6,Minas Gerais,paid,100669.85,102.0,98
2022,6,Paraná,paid,50934.55,38.0,36
2022,6,Paraíba,paid,3304.56,6.0,6
2022,6,Pará,cancelled,2745.74,1.0,1
2022,6,Pará,paid,12151.51,17.0,15
2022,6,Pernambuco,cancelled,1448.0,2.0,2
2022,6,Pernambuco,paid,6725.68,19.0,16
2022,6,Piauí,cancelled,999.9,1.0,1
2022,6,Piauí,paid,744.1,2.0,2
2022,6,Rio Grande do Norte,paid,2282.9,7.0,5
2022,6,Rio Grande do Sul,cancelled,2609.71,3.0,3
2022,6,Rio Grande do Sul,paid,28297.16,31.0,30
2022,6,Rio de Janeiro,cancelled,11722.25,9.0,9
2022,6,Rio de Janeiro,paid,84846.2,90.0,88
2022,6,Rondônia,paid,3292.4,3.0,3
2022,6,Roraima,paid,4415.14,4.0,4
2022,6,Santa Catarina,cancelled,2756.9,2.0,2
2022,6,Santa Catarina,paid,50528.27,36.0,36
2022,6,Sergipe,cancelled,698.0,1.0,1
2022,6,Sergipe,paid,15135.69,16.0,16
2022,6,São Paulo,cancelled,10080.8,16.0,16
2022,6,São Paulo,paid,249704.69,197.0,194
2022,6,Tocantins,cancelled,645.0,1.0,1
2022,6,Tocantins,paid,18247.31,7.0,7
2022,7,(sem estado),cancelled,2530.0,1.0,1
2022,7,(sem estado),paid,2773.8,1.0,1
2022,7,Acre,cancelled,929.9,1.0,1
2022,7,Acre,paid,625.0,2.0,2
2022,7,Alagoas,cancelled,739.9,1.0,1
2022,7,Alagoas,paid,12659.38,13.0,13
2022,7,Amapá,paid,1310.0,1.0,1
2022,7,Amazonas,paid,5765.43,4.0,4
2022,7,Bahia,cancelled,2699.46,5.0,5
2022,7,Bahia,paid,39639.11,48.0,48
2022,7,Ceará,paid,11296.7,21.0,19
2022,7,Distrito Federal,paid,12714.01,15.0,15
2022,7,Espírito Santo,cancelled,915.31,2.0,2
2022,7,Espírito Santo,paid,24095.29,29.0,29
2022,7,Goiás,cancelled,630.0,1.0,1
2022,7,Goiás,paid,17358.59,26.0,20
2022,7,Maranhão,cancelled,1479.8,2.0,2
2022,7,Maranhão,paid,15875.62,12.0,12
2022,7,Mato Grosso,cancelled,3295.9,1.0,1
2022,7,Mato Grosso,paid,9220.77,18.0,16
2022,7,Mato Grosso do Sul,paid,15103.98,20.0,20
2022,7,Minas Gerais,cancelled,12223.08,12.0,11
2022,7,Minas Gerais,paid,133075.72,152.0,136
2022,7,Paraná,cancelled,3630.7,3.0,3
2022,7,Paraná,paid,37433.8,50.0,50
2022,7,Paraíba,paid,8037.43,10.0,10
2022,7,Pará,cancelled,851.1,6.0,2
2022,7,Pará,paid,10691.22,15.0,15
2022,7,Pernambuco,paid,23290.74,35.0,35
2022,7,Piauí,cancelled,126.96,1.0,1
2022,7,Piauí,paid,6714.3,3.0,3
2022,7,Rio Grande do Norte,cancelled,3110.84,3.0,3
2022,7,Rio Grande do Norte,paid,10809.4,7.0,7
2022,7,Rio Grande do Sul,cancelled,6950.0,2.0,2
2022,7,Rio Grande do Sul,paid,41581.57,52.0,48
2022,7,Rio de Janeiro,cancelled,19750.98,11.0,11
2022,7,Rio de Janeiro,paid,111949.3,133.0,128
2022,7,Rondônia,paid,8313.43,8.0,8
2022,7,Roraima,paid,515.2,1.0,1
2022,7,Santa Catarina,cancelled,1260.0,1.0,1
2022,7,Santa Catarina,paid,34218.98,53.0,50
2022,7,Sergipe,paid,18489.7,17.0,17
2022,7,São Paulo,cancelled,25384.13,22.0,22
2022,7,São Paulo,paid,229705.9,247.0,238
2022,7,Tocantins,paid,2976.45,2.0,2
2022,8,(sem estado),paid,2356.85,3.0,3
2022,8,Acre,paid,742.5,1.0,1
2022,8,Alagoas,cancelled,765.0,2.0,1
2022,8,Alagoas,paid,22358.17,14.0,14
2022,8,Amapá,cancelled,1348.2,1.0,1
2022,8,Amazonas,paid,3024.3,6.0,6
2022,8,Bahia,cancelled,1637.0,2.0,2
2022,8,Bahia,paid,47750.69,54.0,48
2022,8,Ceará,cancelled,2787.5,3.0,3
2022,8,Ceará,paid,19282.33,42.0,24
2022,8,Distrito Federal,cancelled,3430.81,3.0,3
2022,8,Distrito Federal,paid,17821.81,21.0,19
2022,8,Espírito Santo,cancelled,1186.0,3.0,3
2022,8,Espírito Santo,paid,26483.64,40.0,34
2022,8,Goiás,cancelled,2142.5,4.0,3
2022,8,Goiás,paid,34668.87,40.0,33
2022,8,Maranhão,cancelled,4352.81,4.0,4
2022,8,Maranhão,paid,7021.09,15.0,13
2022,8,Mato Grosso,cancelled,570.0,1.0,1
2022,8,Mato Grosso,paid,24817.43,25.0,21
2022,8,Mato Grosso do Sul,paid,11684.98,16.0,15
2022,8,Minas Gerais,cancelled,10245.2,6.0,6
2022,8,Minas Gerais,paid,115511.26,171.0,150
2022,8,Paraná,cancelled,8219.1,7.0,7
2022,8,Paraná,paid,50969.6,74.0,69
2022,8,Paraíba,cancelled,1010.63,2.0,2
2022,8,Paraíba,paid,15158.74,24.0,21
2022,8,Pará,cancelled,1639.9,1.0,1
2022,8,Pará,paid,20177.07,27.0,26
2022,8,Pernambuco,cancelled,327.5,2.0,2
2022,8,Pernambuco,paid,36721.43,44.0,39
2022,8,Piauí,cancelled,260.0,1.0,1
2022,8,Piauí,paid,12035.24,20.0,15
2022,8,Rio Grande do Norte,paid,8122.24,7.0,7
2022,8,Rio Grande do Sul,cancelled,14461.52,6.0,6
2022,8,Rio Grande do Sul,paid,56322.4,68.0,64
2022,8,Rio de Janeiro,cancelled,8039.0,11.0,10
2022,8,Rio de Janeiro,paid,142551.0,147.0,132
2022,8,Rondônia,paid,6719.9,8.0,8
2022,8,Roraima,paid,9313.09,5.0,5
2022,8,Santa Catarina,cancelled,1999.53,3.0,3
2022,8,Santa Catarina,paid,51050.04,58.0,48
2022,8,Sergipe,paid,18937.44,16.0,16
2022,8,São Paulo,cancelled,21681.74,33.0,26
2022,8,São Paulo,paid,323688.75,340.0,301
2022,8,São Paulo,pending,709.8,1.0,1
2022,8,Tocantins,paid,1449.99,3.0,3
2022,9,(sem estado),paid,138.0,2.0,1
2022,9,Acre,cancelled,1727.49,1.0,1
2022,9,Acre,paid,2806.39,2.0,2
2022,9,Alagoas,cancelled,540.0,1.0,1
2022,9,Alagoas,paid,3918.89,7.0,6
2022,9,Amazonas,paid,11165.95,9.0,9
2022,9,Bahia,cancelled,1394.12,2.0,2
2022,9,Bahia,paid,54231.11,45.0,44
2022,9,Ceará,cancelled,280.35,1.0,1
2022,9,Ceará,paid,20679.82,28.0,23
2022,9,Distrito Federal,paid,16910.65,14.0,12
2022,9,Espírito Santo,cancelled,2223.0,1.0,1
2022,9,Espírito Santo,paid,27857.93,25.0,23
2022,9,Goiás,cancelled,3122.4,3.0,3
2022,9,Goiás,paid,25377.26,21.0,16
2022,9,Maranhão,paid,14869.0,15.0,14
2022,9,Mato Grosso,cancelled,5116.12,1.0,1
2022,9,Mato Grosso,paid,12361.5,11.0,11
2022,9,Mato Grosso do Sul,paid,15076.85,11.0,11
2022,9,Minas Gerais,cancelled,10275.7,8.0,7
2022,9,Minas Gerais,paid,129482.61,121.0,105
2022,9,Paraná,cancelled,28404.67,9.0,9
2022,9,Paraná,paid,49532.8,58.0,50
2022,9,Paraíba,cancelled,731.0,1.0,1
2022,9,Paraíba,paid,2097.9,4.0,4
2022,9,Pará,paid,19729.52,18.0,16
2022,9,Pernambuco,cancelled,6831.79,3.0,3
2022,9,Pernambuco,paid,28375.74,34.0,30
2022,9,Piauí,paid,4417.65,15.0,9
2022,9,Rio Grande do Norte,cancelled,1233.1,3.0,2
2022,9,Rio Grande do Norte,paid,9946.71,12.0,10
2022,9,Rio Grande do Sul,cancelled,5274.4,5.0,5
2022,9,Rio Grande do Sul,paid,54333.81,60.0,55
2022,9,Rio de Janeiro,cancelled,9463.89,12.0,12
2022,9,Rio de Janeiro,paid,100172.39,144.0,117
2022,9,Rondônia,paid,4749.78,5.0,5
2022,9,Roraima,paid,4896.0,1.0,1
2022,9,Santa Catarina,cancelled,1048.5,1.0,1
2022,9,Santa Catarina,paid,66057.68,57.0,49
2022,9,Sergipe,cancelled,883.9,2.0,2
2022,9,Sergipe,paid,7599.52,11.0,11
2022,9,São Paulo,cancelled,23992.65,16.0,14
2022,9,São Paulo,paid,262122.24,292.0,251
2022,9,Tocantins,cancelled,985.0,1.0,1
2022,9,Tocantins,paid,6255.12,3.0,3
2022,10,(sem estado),cancelled,4438.99,2.0,2
2022,10,(sem estado),paid,1819.38,2.0,2
2022,10,Acre,paid,7985.0,13.0,4
2022,10,Alagoas,paid,12519.11,17.0,12
2022,10,Amazonas,cancelled,102.3,1.0,1
2022,10,Amazonas,paid,2253.0,3.0,3
2022,10,Bahia,cancelled,2992.8,3.0,3
2022,10,Bahia,paid,58046.1,58.0,56
2022,10,Ceará,cancelled,7449.5,5.0,5
2022,10,Ceará,paid,22458.05,23.0,22
2022,10,Distrito Federal,cancelled,543.78,2.0,2
2022,10,Distrito Federal,paid,23128.71,18.0,17
2022,10,Espírito Santo,cancelled,3180.1,2.0,2
2022,10,Espírito Santo,paid,18740.98,20.0,19
2022,10,Goiás,cancelled,2011.0,1.0,1
2022,10,Goiás,paid,27108.1,25.0,24
2022,10,Maranhão,cancelled,3897.94,8.0,2
2022,10,Maranhão,paid,18371.16,18.0,16
2022,10,Mato Grosso,paid,16688.98,19.0,17
2022,10,Mato Grosso do Sul,cancelled,1343.88,5.0,3
2022,10,Mato Grosso do Sul,paid,8444.79,20.0,15
2022,10,Minas Gerais,cancelled,15711.92,14.0,12
2022,10,Minas Gerais,paid,100935.66,113.0,105
2022,10,Paraná,cancelled,13443.15,7.0,7
2022,10,Paraná,paid,70914.73,72.0,59
2022,10,Paraíba,cancelled,4990.9,1.0,1
2022,10,Paraíba,paid,17474.86,12.0,11
2022,10,Pará,cancelled,2242.66,5.0,4
2022,10,Pará,paid,18350.39,19.0,18
2022,10,Pernambuco,cancelled,13959.21,5.0,5
2022,10,Pernambuco,paid,33882.27,34.0,34
2022,10,Piauí,paid,17210.1,9.0,9
2022,10,Rio Grande do Norte,cancelled,698.0,1.0,1
2022,10,Rio Grande do Norte,paid,11676.97,8.0,7
2022,10,Rio Grande do Sul,cancelled,390.0,1.0,1
2022,10,Rio Grande do Sul,paid,47833.54,43.0,42
2022,10,Rio de Janeiro,cancelled,10153.58,7.0,7
2022,10,Rio de Janeiro,paid,119210.35,155.0,135
2022,10,Roraima,paid,1894.91,3.0,3
2022,10,Santa Catarina,cancelled,2269.03,3.0,3
2022,10,Santa Catarina,paid,38572.42,49.0,46
2022,10,Sergipe,paid,9419.6,15.0,14
2022,10,São Paulo,cancelled,16258.51,21.0,21
2022,10,São Paulo,paid,331439.24,296.0,263
2022,10,Tocantins,paid,309.0,1.0,1
2022,11,(sem estado),paid,3931.0,2.0,2
2022,11,Acre,paid,3792.4,4.0,4
2022,11,Alagoas,cancelled,3939.98,2.0,1
2022,11,Alagoas,paid,9371.65,11.0,10
2022,11,Amapá,paid,1377.2,3.0,2
2022,11,Amazonas,cancelled,596.87,1.0,1
2022,11,Amazonas,paid,7502.4,3.0,3
2022,11,Bahia,cancelled,29282.96,10.0,10
2022,11,Bahia,paid,51017.95,52.0,51
2022,11,Ceará,cancelled,4286.9,2.0,2
2022,11,Ceará,paid,25814.86,33.0,32
2022,11,Distrito Federal,cancelled,3549.9,2.0,2
2022,11,Distrito Federal,paid,12493.69,10.0,9
2022,11,Espírito Santo,cancelled,3049.6,3.0,3
2022,11,Espírito Santo,paid,25202.29,31.0,23
2022,11,Goiás,cancelled,1063.52,1.0,1
2022,11,Goiás,paid,23891.03,121.0,23
2022,11,Maranhão,cancelled,665.0,1.0,1
2022,11,Maranhão,paid,13226.67,24.0,20
2022,11,Mato Grosso,cancelled,6480.52,5.0,5
2022,11,Mato Grosso,paid,16392.7,11.0,10
2022,11,Mato Grosso do Sul,paid,13897.15,26.0,21
2022,11,Minas Gerais,cancelled,3909.8,7.0,6
2022,11,Minas Gerais,paid,95647.08,155.0,137
2022,11,Paraná,cancelled,7118.4,14.0,10
2022,11,Paraná,paid,61808.49,57.0,54
2022,11,Paraíba,cancelled,10614.67,5.0,5
2022,11,Paraíba,paid,10024.86,19.0,11
2022,11,Pará,paid,22000.36,36.0,24
2022,11,Pernambuco,cancelled,7106.81,3.0,3
2022,11,Pernambuco,paid,32161.1,32.0,31
2022,11,Piauí,paid,1272.17,6.0,6
2022,11,Rio Grande do Norte,cancelled,1940.0,1.0,1
2022,11,Rio Grande do Norte,paid,14507.41,12.0,12
2022,11,Rio Grande do Sul,cancelled,3292.9,3.0,3
2022,11,Rio Grande do Sul,paid,41210.89,49.0,44
2022,11,Rio de Janeiro,cancelled,909.42,5.0,5
2022,11,Rio de Janeiro,paid,112245.95,120.0,108
2022,11,Rondônia,paid,1019.36,3.0,2
2022,11,Roraima,paid,565.9,1.0,1
2022,11,Santa Catarina,cancelled,8374.7,4.0,4
2022,11,Santa Catarina,paid,50612.36,67.0,55
2022,11,Sergipe,paid,11554.74,14.0,14
2022,11,São Paulo,cancelled,34067.96,17.0,16
2022,11,São Paulo,paid,261484.8,305.0,263
2022,11,Tocantins,cancelled,3009.9,1.0,1
2022,12,(sem estado),cancelled,515.0,1.0,1
2022,12,(sem estado),paid,10645.23,4.0,4
2022,12,Alagoas,paid,8408.88,13.0,10
2022,12,Amapá,paid,4320.8,2.0,2
2022,12,Amazonas,paid,5404.14,6.0,6
2022,12,Bahia,cancelled,2526.83,3.0,3
2022,12,Bahia,paid,55150.09,58.0,54
2022,12,Ceará,cancelled,3235.01,3.0,3
2022,12,Ceará,paid,17560.56,30.0,26
2022,12,Distrito Federal,paid,18960.16,20.0,18
2022,12,Espírito Santo,cancelled,445.81,1.0,1
2022,12,Espírito Santo,paid,32213.68,35.0,30
2022,12,Goiás,cancelled,7114.12,6.0,6
2022,12,Goiás,paid,28274.33,38.0,34
2022,12,Maranhão,cancelled,256.53,1.0,1
2022,12,Maranhão,paid,10682.64,16.0,11
2022,12,Mato Grosso,cancelled,6058.31,2.0,2
2022,12,Mato Grosso,paid,17497.66,30.0,25
2022,12,Mato Grosso do Sul,paid,14323.53,12.0,12
2022,12,Minas Gerais,cancelled,10928.1,8.0,7
2022,12,Minas Gerais,paid,117420.71,134.0,117
2022,12,Paraná,cancelled,5965.59,7.0,6
2022,12,Paraná,paid,49777.12,51.0,46
2022,12,Paraíba,paid,14796.06,16.0,13
2022,12,Pará,cancelled,3279.08,2.0,2
2022,12,Pará,paid,19472.67,21.0,21
2022,12,Pernambuco,cancelled,1286.9,2.0,2
2022,12,Pernambuco,paid,34716.54,39.0,35
2022,12,Piauí,cancelled,3048.41,1.0,1
2022,12,Piauí,paid,5134.96,12.0,9
2022,12,Rio Grande do Norte,paid,10018.74,11.0,10
2022,12,Rio Grande do Sul,cancelled,2190.52,2.0,2
2022,12,Rio Grande do Sul,paid,38485.63,37.0,35
2022,12,Rio de Janeiro,cancelled,4607.03,7.0,7
2022,12,Rio de Janeiro,paid,100200.98,171.0,131
